interface,direction,clause,service_title,method_name,overload_index,return_type,arguments,exceptions,signature
RTIambassador,federate-initiated,10.29,Get Range Bounds,getRangeBounds,1,RangeBounds,RegionHandle region; DimensionHandle dimension,RegionDoesNotContainSpecifiedDimension; InvalidRegion; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"RangeBounds getRangeBounds(RegionHandle region, DimensionHandle dimension) throws RegionDoesNotContainSpecifiedDimension, InvalidRegion, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.30,Set Range Bounds,setRangeBounds,1,void,RegionHandle region; DimensionHandle dimension; RangeBounds bounds,InvalidRangeBound; RegionDoesNotContainSpecifiedDimension; RegionNotCreatedByThisFederate; InvalidRegion; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void setRangeBounds(RegionHandle region, DimensionHandle dimension, RangeBounds bounds) throws InvalidRangeBound, RegionDoesNotContainSpecifiedDimension, RegionNotCreatedByThisFederate, InvalidRegion, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.31,Normalize Federate Handle,normalizeFederateHandle,1,long,FederateHandle federateHandle,InvalidFederateHandle; FederateNotExecutionMember; NotConnected; RTIinternalError,"long normalizeFederateHandle(FederateHandle federateHandle) throws InvalidFederateHandle, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.32,Normalize Service Group,normalizeServiceGroup,1,long,ServiceGroup group,InvalidServiceGroup; FederateNotExecutionMember; NotConnected; RTIinternalError,"long normalizeServiceGroup(ServiceGroup group) throws InvalidServiceGroup, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.33,Enable Object Class Relevance Advisory Switch,enableObjectClassRelevanceAdvisorySwitch,1,void,,ObjectClassRelevanceAdvisorySwitchIsOn; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void enableObjectClassRelevanceAdvisorySwitch() throws ObjectClassRelevanceAdvisorySwitchIsOn, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.34,Disable Object Class Relevance Advisory Switch,disableObjectClassRelevanceAdvisorySwitch,1,void,,ObjectClassRelevanceAdvisorySwitchIsOff; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void disableObjectClassRelevanceAdvisorySwitch() throws ObjectClassRelevanceAdvisorySwitchIsOff, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.35,Enable Attribute Relevance Advisory Switch,enableAttributeRelevanceAdvisorySwitch,1,void,,AttributeRelevanceAdvisorySwitchIsOn; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void enableAttributeRelevanceAdvisorySwitch() throws AttributeRelevanceAdvisorySwitchIsOn, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.36,Disable Attribute Relevance Advisory Switch,disableAttributeRelevanceAdvisorySwitch,1,void,,AttributeRelevanceAdvisorySwitchIsOff; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void disableAttributeRelevanceAdvisorySwitch() throws AttributeRelevanceAdvisorySwitchIsOff, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.37,Enable Attribute Scope Advisory Switch,enableAttributeScopeAdvisorySwitch,1,void,,AttributeScopeAdvisorySwitchIsOn; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void enableAttributeScopeAdvisorySwitch() throws AttributeScopeAdvisorySwitchIsOn, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.38,Disable Attribute Scope Advisory Switch,disableAttributeScopeAdvisorySwitch,1,void,,AttributeScopeAdvisorySwitchIsOff; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void disableAttributeScopeAdvisorySwitch() throws AttributeScopeAdvisorySwitchIsOff, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.39,Enable Interaction Relevance Advisory Switch,enableInteractionRelevanceAdvisorySwitch,1,void,,InteractionRelevanceAdvisorySwitchIsOn; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void enableInteractionRelevanceAdvisorySwitch() throws InteractionRelevanceAdvisorySwitchIsOn, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.40,Disable Interaction Relevance Advisory Switch,disableInteractionRelevanceAdvisorySwitch,1,void,,InteractionRelevanceAdvisorySwitchIsOff; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void disableInteractionRelevanceAdvisorySwitch() throws InteractionRelevanceAdvisorySwitchIsOff, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.41,Evoke Callback,evokeCallback,1,boolean,double approximateMinimumTimeInSeconds,CallNotAllowedFromWithinCallback; RTIinternalError,"boolean evokeCallback(double approximateMinimumTimeInSeconds) throws CallNotAllowedFromWithinCallback, RTIinternalError"
RTIambassador,federate-initiated,10.42,Evoke Multiple Callbacks,evokeMultipleCallbacks,1,boolean,double approximateMinimumTimeInSeconds; double approximateMaximumTimeInSeconds,CallNotAllowedFromWithinCallback; RTIinternalError,"boolean evokeMultipleCallbacks(double approximateMinimumTimeInSeconds, double approximateMaximumTimeInSeconds) throws CallNotAllowedFromWithinCallback, RTIinternalError"
RTIambassador,federate-initiated,10.43,Enable Callbacks,enableCallbacks,1,void,,SaveInProgress; RestoreInProgress; RTIinternalError,"void enableCallbacks() throws SaveInProgress, RestoreInProgress, RTIinternalError"
RTIambassador,federate-initiated,10.44,Disable Callbacks,disableCallbacks,1,void,,SaveInProgress; RestoreInProgress; RTIinternalError,"void disableCallbacks() throws SaveInProgress, RestoreInProgress, RTIinternalError"
FederateAmbassador,RTI-initiated callback,4.4,Connection Lost,connectionLost,1,void,String faultDescription,FederateInternalError,void connectionLost(String faultDescription) throws FederateInternalError
FederateAmbassador,RTI-initiated callback,4.8,Report Federation Executions,reportFederationExecutions,1,void,FederationExecutionInformationSet theFederationExecutionInformationSet,FederateInternalError,void reportFederationExecutions(FederationExecutionInformationSet theFederationExecutionInformationSet) throws FederateInternalError
FederateAmbassador,RTI-initiated callback,4.12,Confirm Synchronization Point Registration,synchronizationPointRegistrationSucceeded,1,void,String synchronizationPointLabel,FederateInternalError,void synchronizationPointRegistrationSucceeded(String synchronizationPointLabel) throws FederateInternalError
FederateAmbassador,RTI-initiated callback,4.12,Confirm Synchronization Point Registration,synchronizationPointRegistrationFailed,1,void,String synchronizationPointLabel; SynchronizationPointFailureReason reason,FederateInternalError,"void synchronizationPointRegistrationFailed(String synchronizationPointLabel, SynchronizationPointFailureReason reason) throws FederateInternalError"
FederateAmbassador,RTI-initiated callback,4.13,Announce Synchronization Point,announceSynchronizationPoint,1,void,String synchronizationPointLabel; byte[] userSuppliedTag,FederateInternalError,"void announceSynchronizationPoint(String synchronizationPointLabel, byte[] userSuppliedTag) throws FederateInternalError"
FederateAmbassador,RTI-initiated callback,4.15,Federation Synchronized,federationSynchronized,1,void,String synchronizationPointLabel; FederateHandleSet failedToSyncSet,FederateInternalError,"void federationSynchronized(String synchronizationPointLabel, FederateHandleSet failedToSyncSet) throws FederateInternalError"
FederateAmbassador,RTI-initiated callback,4.17,Initiate Federate Save,initiateFederateSave,1,void,String label,FederateInternalError,void initiateFederateSave(String label) throws FederateInternalError
FederateAmbassador,RTI-initiated callback,4.17,Initiate Federate Save,initiateFederateSave,2,void,String label; LogicalTime time,FederateInternalError,"void initiateFederateSave(String label, LogicalTime time) throws FederateInternalError"
FederateAmbassador,RTI-initiated callback,4.20,Federation Saved,federationSaved,1,void,,FederateInternalError,void federationSaved() throws FederateInternalError
FederateAmbassador,RTI-initiated callback,4.20,Federation Saved,federationNotSaved,1,void,SaveFailureReason reason,FederateInternalError,void federationNotSaved(SaveFailureReason reason) throws FederateInternalError
FederateAmbassador,RTI-initiated callback,4.23,Federation Save Status Response,federationSaveStatusResponse,1,void,FederateHandleSaveStatusPair[] response,FederateInternalError,void federationSaveStatusResponse(FederateHandleSaveStatusPair[] response) throws FederateInternalError
FederateAmbassador,RTI-initiated callback,4.25,Confirm Federation Restoration Request,requestFederationRestoreSucceeded,1,void,String label,FederateInternalError,void requestFederationRestoreSucceeded(String label) throws FederateInternalError
FederateAmbassador,RTI-initiated callback,4.25,Confirm Federation Restoration Request,requestFederationRestoreFailed,1,void,String label,FederateInternalError,void requestFederationRestoreFailed(String label) throws FederateInternalError
FederateAmbassador,RTI-initiated callback,4.26,Federation Restore Begun,federationRestoreBegun,1,void,,FederateInternalError,void federationRestoreBegun() throws FederateInternalError
FederateAmbassador,RTI-initiated callback,4.27,Initiate Federate Restore,initiateFederateRestore,1,void,String label; String federateName; FederateHandle federateHandle,FederateInternalError,"void initiateFederateRestore(String label, String federateName, FederateHandle federateHandle) throws FederateInternalError"
FederateAmbassador,RTI-initiated callback,4.29,Federation Restored,federationRestored,1,void,,FederateInternalError,void federationRestored() throws FederateInternalError
FederateAmbassador,RTI-initiated callback,4.29,Federation Restored,federationNotRestored,1,void,RestoreFailureReason reason,FederateInternalError,void federationNotRestored(RestoreFailureReason reason) throws FederateInternalError
FederateAmbassador,RTI-initiated callback,4.32,Federation Restore Status Response,federationRestoreStatusResponse,1,void,FederateRestoreStatus[] response,FederateInternalError,void federationRestoreStatusResponse(FederateRestoreStatus[] response) throws FederateInternalError
FederateAmbassador,RTI-initiated callback,5.10,Start Registration For Object Class,startRegistrationForObjectClass,1,void,ObjectClassHandle theClass,FederateInternalError,void startRegistrationForObjectClass(ObjectClassHandle theClass) throws FederateInternalError
